SITE_ID,LATITUDE,LONGITUDE,SITE_NAME,NOTES
9913467,-34.629662,148.78808,"Mobile Spectrum Licensing Site YASS - COWRA RD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913468,-34.641749,150.124331,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913473,-34.649231,146.124363,"Mobile Spectrum Licensing Site STURT HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913475,-34.674682,146.214932,"Mobile Spectrum Licensing Site STURT HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913476,-34.70666,149.305954,"Mobile Spectrum Licensing Site GUNNING - CROOKWELL RD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913477,-34.691154,150.035613,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913480,-34.684042,146.292907,"Mobile Spectrum Licensing Site STURT HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913481,-34.703671,149.703655,"Mobile Spectrum Licensing Site GOULBURN - CROOKWELL RD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913482,-34.703047,116.517929,"Mobile Spectrum Licensing Site SOUTH WESTERN HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913483,-34.708266,117.685192,"Mobile Spectrum Licensing Site ALBANY HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913484,-34.715843,146.784756,"Mobile Spectrum Licensing Site NEWELL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913485,-34.695046,146.375933,"Mobile Spectrum Licensing Site STURT HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913486,-34.695205,147.951745,"Mobile Spectrum Licensing Site OLYMPIC WAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913487,-34.765323,143.234238,"Mobile Spectrum Licensing Site MURRAY VALLEY HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913491,-34.725353,146.460559,"Mobile Spectrum Licensing Site STURT HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913492,-34.723172,146.709702,"Mobile Spectrum Licensing Site NEWELL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913493,-34.734821,149.960259,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913494,-34.731285,146.62609,"Mobile Spectrum Licensing Site NEWELL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913495,-34.732296,149.807399,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913499,-34.74553,149.87564,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913513,-34.792101,117.718142,"Mobile Spectrum Licensing Site ALBANY HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913514,-34.770489,148.792959,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913515,-34.784005,149.377852,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913516,-34.785959,148.702588,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913517,-34.795038,147.794228,"Mobile Spectrum Licensing Site OLYMPIC WAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913518,-34.772227,150.707023,"Mobile Spectrum Licensing Site PRINCES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913523,-34.795406,116.520276,"Mobile Spectrum Licensing Site SOUTH WESTERN HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913527,-34.782476,149.461111,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913528,-34.810717,149.127138,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913529,-34.810936,150.628411,"Mobile Spectrum Licensing Site PRINCES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913530,-34.80197,148.543217,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913532,-34.809362,148.45921,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913538,-34.824292,147.718445,"Mobile Spectrum Licensing Site OLYMPIC WAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913539,-34.808896,148.62622,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913540,-34.81584,148.376101,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913542,-34.814841,146.480554,"Mobile Spectrum Licensing Site NEWELL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913546,-34.874689,146.613023,"Mobile Spectrum Licensing Site STURT HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913548,-34.861327,148.287385,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913560,-34.891167,147.493766,"Mobile Spectrum Licensing Site OLYMPIC WAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913561,-34.875275,149.245076,"Mobile Spectrum Licensing Site CANBERRA - GUNNING RD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913563,-34.892809,146.386271,"Mobile Spectrum Licensing Site NEWELL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913566,-34.883731,117.773323,"Mobile Spectrum Licensing Site ALBANY HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913567,-34.873268,116.549794,"Mobile Spectrum Licensing Site SOUTH WESTERN HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913568,-34.894867,148.208566,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913570,-34.904363,117.978616,"Mobile Spectrum Licensing Site SOUTH COAST HIGHWAY-HASSELL ROAD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913571,-34.901983,149.470047,"Mobile Spectrum Licensing Site FEDERAL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913580,-34.957799,150.599164,"Mobile Spectrum Licensing Site PRINCES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913581,-34.955576,147.450451,"Mobile Spectrum Licensing Site OLYMPIC WAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913583,-34.961443,117.890442,"Mobile Spectrum Licensing Site SOUTH COAST HIGHWAY-HASSELL ROAD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913584,-34.955085,146.290663,"Mobile Spectrum Licensing Site NEWELL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913585,-34.959209,149.029292,"Mobile Spectrum Licensing Site BARTON HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913587,-34.970161,149.399484,"Mobile Spectrum Licensing Site FEDERAL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913588,-34.965451,146.710153,"Mobile Spectrum Licensing Site STURT HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913589,-34.977749,148.142367,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913590,-34.960829,117.044707,"Mobile Spectrum Licensing Site SOUTH COAST HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913591,-34.956247,117.375184,"Mobile Spectrum Licensing Site SOUTH COAST HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913593,-34.966755,117.463315,"Mobile Spectrum Licensing Site SOUTH COAST HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913594,-34.968332,116.95484,"Mobile Spectrum Licensing Site SOUTH COAST HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913598,-34.995724,117.126561,"Mobile Spectrum Licensing Site SOUTH COAST HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913599,-34.980918,117.626672,"Mobile Spectrum Licensing Site SOUTH COAST HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913600,-34.983663,116.611214,"Mobile Spectrum Licensing Site SOUTH WESTERN HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913601,-34.992253,117.210557,"Mobile Spectrum Licensing Site SOUTH COAST HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913602,-34.984599,117.709793,"Mobile Spectrum Licensing Site SOUTH COAST HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913603,-34.985882,117.295226,"Mobile Spectrum Licensing Site SOUTH COAST HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913604,-34.974396,116.712846,"Mobile Spectrum Licensing Site SOUTH WESTERN HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913605,-34.990818,117.554725,"Mobile Spectrum Licensing Site SOUTH COAST HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913609,-34.996756,116.876692,"Mobile Spectrum Licensing Site SOUTH COAST HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913626,-35.040292,149.022385,"Mobile Spectrum Licensing Site BARTON HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913627,-35.025634,138.791548,"Mobile Spectrum Licensing Site SOUTH EASTERN FREEWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913628,-35.004672,146.876387,"Mobile Spectrum Licensing Site STURT HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913630,-35.050325,147.405739,"Mobile Spectrum Licensing Site OLYMPIC WAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913633,-35.031811,146.207178,"Mobile Spectrum Licensing Site NEWELL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913634,-35.038271,149.25651,"Mobile Spectrum Licensing Site CANBERRA - GUNNING RD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913635,-35.021889,142.709934,"Mobile Spectrum Licensing Site MALLEE HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913636,-35.030283,146.959841,"Mobile Spectrum Licensing Site STURT HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913637,-35.030929,142.625535,"Mobile Spectrum Licensing Site MALLEE HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913638,-35.041661,142.797322,"Mobile Spectrum Licensing Site MALLEE HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913641,-35.04689,142.545334,"Mobile Spectrum Licensing Site MALLEE HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913642,-35.059652,147.044248,"Mobile Spectrum Licensing Site STURT HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913645,-35.056479,142.876106,"Mobile Spectrum Licensing Site MALLEE HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913646,-35.055876,142.959847,"Mobile Spectrum Licensing Site MALLEE HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913648,-35.058508,143.20954,"Mobile Spectrum Licensing Site MALLEE HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913650,-35.056433,143.043593,"Mobile Spectrum Licensing Site MALLEE HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913651,-35.063346,143.126,"Mobile Spectrum Licensing Site MALLEE HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913653,-35.048914,144.77696,"Mobile Spectrum Licensing Site COBB HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913657,-35.104534,138.973719,"Mobile Spectrum Licensing Site SOUTH EASTERN FREEWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913661,-35.11429,148.042285,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913664,-35.123996,149.044664,"Mobile Spectrum Licensing Site BARTON HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913665,-35.128659,143.357077,"Mobile Spectrum Licensing Site MURRAY VALLEY HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913666,-35.114031,149.35649,"Mobile Spectrum Licensing Site FEDERAL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913668,-35.130027,150.46746,"Mobile Spectrum Licensing Site PRINCES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913669,-35.106423,147.209811,"Mobile Spectrum Licensing Site STURT HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913670,-35.11056,147.285637,"Mobile Spectrum Licensing Site STURT HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913675,-35.14418,147.457812,"Mobile Spectrum Licensing Site STURT HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913676,-35.129297,139.042152,"Mobile Spectrum Licensing Site SOUTH EASTERN FREEWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913677,-35.145629,146.047613,"Mobile Spectrum Licensing Site NEWELL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913678,-35.135742,139.126448,"Mobile Spectrum Licensing Site SOUTH EASTERN FREEWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913679,-35.122327,144.809847,"Mobile Spectrum Licensing Site COBB HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913681,-35.143834,147.958575,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913684,-35.148397,145.960943,"Mobile Spectrum Licensing Site NEWELL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913686,-35.157685,142.542827,"Mobile Spectrum Licensing Site CALDER HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913689,-35.15824,142.459466,"Mobile Spectrum Licensing Site CALDER HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913690,-35.154623,147.542817,"Mobile Spectrum Licensing Site STURT HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913696,-35.210079,150.436484,"Mobile Spectrum Licensing Site PRINCES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913697,-35.2086,144.815352,"Mobile Spectrum Licensing Site COBB HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913701,-35.196879,143.386184,"Mobile Spectrum Licensing Site MURRAY VALLEY HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913705,-35.172363,147.689461,"Mobile Spectrum Licensing Site STURT HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913706,-35.192115,145.874659,"Mobile Spectrum Licensing Site NEWELL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913707,-35.20214,149.21026,"Mobile Spectrum Licensing Site FEDERAL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913708,-35.205724,142.392438,"Mobile Spectrum Licensing Site SUNRAYSIA HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913709,-35.195932,139.378428,"Mobile Spectrum Licensing Site PRINCES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913711,-35.216417,147.209215,"Mobile Spectrum Licensing Site OLYMPIC WAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913715,-35.20236,142.692003,"Mobile Spectrum Licensing Site CALDER HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913723,-35.222598,149.068899,"Mobile Spectrum Licensing Site GINNINDERA DRIVE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913735,-35.303808,142.698291,"Mobile Spectrum Licensing Site CALDER HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913736,-35.294516,150.423025,"Mobile Spectrum Licensing Site PRINCES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913738,-35.255439,149.540962,"Mobile Spectrum Licensing Site KINGS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913739,-35.273697,147.110238,"Mobile Spectrum Licensing Site OLYMPIC WAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913740,-35.292824,145.79357,"Mobile Spectrum Licensing Site NEWELL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913743,-35.292304,149.699473,"Mobile Spectrum Licensing Site KINGS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913746,-35.258861,149.44894,"Mobile Spectrum Licensing Site KINGS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913752,-35.274529,147.95775,"Mobile Spectrum Licensing Site SNOWY MOUNTAINS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913753,-35.285401,142.410338,"Mobile Spectrum Licensing Site SUNRAYSIA HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913756,-35.293292,147.715077,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913765,-35.31236,148.040157,"Mobile Spectrum Licensing Site SNOWY MOUNTAINS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913767,-35.315732,148.124706,"Mobile Spectrum Licensing Site SNOWY MOUNTAINS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913789,-35.322132,149.380863,"Mobile Spectrum Licensing Site KINGS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913804,-35.333653,143.625831,"Mobile Spectrum Licensing Site SWAN HILL - DENILIQUIN RD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913806,-35.372323,144.867034,"Mobile Spectrum Licensing Site COBB HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913807,-35.334906,143.709876,"Mobile Spectrum Licensing Site SWAN HILL - DENILIQUIN RD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913808,-35.374933,142.430772,"Mobile Spectrum Licensing Site SUNRAYSIA HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913809,-35.373812,147.666182,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913812,-35.366564,139.552766,"Mobile Spectrum Licensing Site DUKES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913817,-35.351598,144.044177,"Mobile Spectrum Licensing Site SWAN HILL - DENILIQUIN RD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913821,-35.350791,143.792512,"Mobile Spectrum Licensing Site SWAN HILL - DENILIQUIN RD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913822,-35.373312,139.398894,"Mobile Spectrum Licensing Site PRINCES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913825,-35.355631,143.878869,"Mobile Spectrum Licensing Site SWAN HILL - DENILIQUIN RD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913828,-35.376428,148.291733,"Mobile Spectrum Licensing Site SNOWY MOUNTAINS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913830,-35.373161,147.063608,"Mobile Spectrum Licensing Site OLYMPIC WAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913832,-35.376346,144.126281,"Mobile Spectrum Licensing Site SWAN HILL - DENILIQUIN RD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913833,-35.380526,149.774388,"Mobile Spectrum Licensing Site KINGS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913841,-35.375751,142.764445,"Mobile Spectrum Licensing Site CALDER HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913849,-35.440842,145.676488,"Mobile Spectrum Licensing Site NEWELL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913854,-35.439437,139.636026,"Mobile Spectrum Licensing Site DUKES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913855,-35.450109,143.625887,"Mobile Spectrum Licensing Site MURRAY VALLEY HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913856,-35.445788,149.801068,"Mobile Spectrum Licensing Site KINGS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913857,-35.45552,148.283905,"Mobile Spectrum Licensing Site SNOWY MOUNTAINS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913858,-35.43357,144.229573,"Mobile Spectrum Licensing Site SWAN HILL - DENILIQUIN RD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913862,-35.461555,139.395923,"Mobile Spectrum Licensing Site PRINCES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913864,-35.457405,150.372921,"Mobile Spectrum Licensing Site PRINCES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913867,-35.453838,147.030568,"Mobile Spectrum Licensing Site OLYMPIC WAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913868,-35.443918,147.613221,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913870,-35.457831,142.472336,"Mobile Spectrum Licensing Site SUNRAYSIA HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913872,-35.45294,142.78964,"Mobile Spectrum Licensing Site CALDER HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913873,-35.468211,144.943205,"Mobile Spectrum Licensing Site COBB HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913874,-35.475967,139.710335,"Mobile Spectrum Licensing Site DUKES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913875,-35.47711,149.875307,"Mobile Spectrum Licensing Site KINGS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913880,-35.539705,149.133593,"Mobile Spectrum Licensing Site MONARO HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913882,-35.540553,139.359991,"Mobile Spectrum Licensing Site PRINCES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913883,-35.539366,142.534766,"Mobile Spectrum Licensing Site SUNRAYSIA HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913884,-35.530915,142.881892,"Mobile Spectrum Licensing Site CALDER HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913885,-35.541,139.776041,"Mobile Spectrum Licensing Site DUKES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913887,-35.539217,150.294958,"Mobile Spectrum Licensing Site PRINCES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913888,-35.540163,147.03755,"Mobile Spectrum Licensing Site OLYMPIC WAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913891,-35.53939,145.630759,"Mobile Spectrum Licensing Site NEWELL HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913892,-35.520193,143.731649,"Mobile Spectrum Licensing Site MURRAY VALLEY HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913893,-35.537758,147.542674,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913894,-35.551658,149.942376,"Mobile Spectrum Licensing Site KINGS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913895,-35.571097,150.029119,"Mobile Spectrum Licensing Site KINGS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913897,-35.560357,145.04097,"Mobile Spectrum Licensing Site RIVERINA HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913898,-35.546053,148.303858,"Mobile Spectrum Licensing Site SNOWY MOUNTAINS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913899,-35.571272,145.126427,"Mobile Spectrum Licensing Site RIVERINA HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913905,-35.621652,139.818088,"Mobile Spectrum Licensing Site DUKES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913906,-35.592072,145.292799,"Mobile Spectrum Licensing Site RIVERINA HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913908,-35.623736,147.044879,"Mobile Spectrum Licensing Site OLYMPIC WAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913909,-35.623046,139.364191,"Mobile Spectrum Licensing Site PRINCES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913910,-35.610043,142.969143,"Mobile Spectrum Licensing Site CALDER HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913912,-35.599851,145.376139,"Mobile Spectrum Licensing Site RIVERINA HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913913,-35.611671,145.460633,"Mobile Spectrum Licensing Site RIVERINA HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913915,-35.618815,143.80314,"Mobile Spectrum Licensing Site MURRAY VALLEY HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913916,-35.621773,149.15485,"Mobile Spectrum Licensing Site MONARO HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913917,-35.633601,147.463205,"Mobile Spectrum Licensing Site HUME HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913922,-35.647612,150.239451,"Mobile Spectrum Licensing Site PRINCES HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
9913925,-35.64346,150.126385,"Mobile Spectrum Licensing Site KINGS HIGHWAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
